0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.515955650229229218e-07,3.122761949939195765e-07,4.707053696853927967e-07,6.245481508462203019e-07,7.722317248188232369e-07,9.122768324574540759e-07,1.043270086370518620e-06,1.163874345462383630e-06,1.272840950892506347e-06,1.369021796290928093e-06,1.451381015310963417e-06,1.519006152370510699e-06,1.571118674360838851e-06,1.607083667177532576e-06,1.626418549527398770e-06,1.628800627294761773e-06,1.614073309692417233e-06,1.582250808717397668e-06,1.533521153002869308e-06,1.468247361293305425e-06,1.386966641445390705e-06,1.290387509866122177e-06,1.179384759311283941e-06,1.054992241662540888e-06,9.183934764402666724e-07,7.709101414691180220e-07,6.139885494717866958e-07,4.491842628388488138e-07,2.781450437992247176e-07,1.025923792918185682e-07,-7.569814289423710696e-08,-2.549172995245414099e-07,-4.332432099868336449e-07,-6.088624837325547186e-07,-7.799911897722508007e-07,-9.448953057433328869e-07,-1.101910318584489302e-06,-1.249459672305722031e-06,-1.386071788925859419e-06,-1.510395426817954203e-06,-1.621213182504919303e-06,-1.717452989698901820e-06,-1.798197515638039406e-06,-1.862691404540229484e-06,-1.910346363646685401e-06,-1.940744131351474207e-06,-1.953637406138667105e-06,-1.948948849651950406e-06,-1.926768303400948789e-06,-1.887348382458295305e-06,-1.831098621994099578e-06,-1.758578361658626931e-06,-1.670488553608314516e-06,-1.567662676757792907e-06,-1.451056929397764239e-06,-1.321739860380743372e-06,-1.180881581860188416e-06,-1.029742689971062309e-06,-8.696630092868992471e-07,-7.020503704959434903e-07,-5.283716602052324821e-07,-3.501866885628355966e-07,-1.699005113127423586e-07,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.193365770331438569e-06,8.663138071573053199e-06,1.305972954051409276e-05,1.732819261176594727e-05,2.142569330497727693e-05,2.531123350325199749e-05,2.894559869779671341e-05,3.229168901959757540e-05,3.531486112985104150e-05,3.798326327416315016e-05,4.026815952421003225e-05,4.214423960009422237e-05,4.358991033249838044e-05,4.458756444393629804e-05,4.512382199892164239e-05,4.518973964998195225e-05,4.478098270621411393e-05,4.389795511298407387e-05,4.254588265658311794e-05,4.073484511823348506e-05,3.847975368618425883e-05,3.580027071269254065e-05,3.272066983245021306e-05,2.926963554128599068e-05,2.548000252981553280e-05,2.138843634680317823e-05,1.703505828567584160e-05,1.246301869996692125e-05,7.718024221365084891e-06,2.847825513453176795e-06,-2.098326779110810265e-06,-7.070249390093481410e-06,-1.201740798111495631e-05,-1.688950338377387378e-05,-2.163705291341580899e-05,-2.621195727607369733e-05,-3.056804399124853327e-05,-3.466157889106491837e-05,-3.845173811474473488e-05,-4.190103405877779527e-05,-4.497568992428020425e-05,-4.764595878026127494e-05,-4.988638439355561744e-05,-5.167600240936485366e-05,-5.299848175375555023e-05,-5.384220734075160711e-05,-5.420030625283186039e-05,-5.407062050949538475e-05,-5.345563030802747404e-05,-5.236233221847150075e-05,-5.080207721365099946e-05,-4.879037364343911102e-05,-4.634666030465285364e-05,-4.349405464584457203e-05,-4.025908089086575111e-05,-3.667138250362250045e-05,-3.276342296674004685e-05,-2.857017836918785439e-05,-2.412882489615243947e-05,-1.947842472834602530e-05,-1.465962924186761403e-05,-9.714815930876903260e-06,-4.699688030207056429e-06,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.420085403475036995e-06,1.739567478825427736e-05,2.622442236743570225e-05,3.479604158949910762e-05,4.302461432616122360e-05,5.082787758716690373e-05,5.812712758174370714e-05,6.484788912916425354e-05,7.092060318202519312e-05,7.628129982417890893e-05,8.087224975315722290e-05,8.464258729264373664e-05,8.754889709486533508e-05,8.955575583960896527e-05,9.063621954321709280e-05,9.077224660543406216e-05,8.995504651165221115e-05,8.818534420033438258e-05,8.547355055981513123e-05,8.183983032231418740e-05,7.731405981135905706e-05,7.193566854935676594e-05,6.575336062363142629e-05,5.882471389178770330e-05,5.121565753545107865e-05,4.299983107215583585e-05,3.425783060544516917e-05,2.507635077589610750e-05,1.554723344026284635e-05,5.766436484116662022e-06,-4.167061754430959619e-06,-1.415240524988426947e-05,-2.408803178720640565e-05,-3.387285395666802352e-05,-4.340743016066356540e-05,-5.259510643769839747e-05,-6.134311072264251967e-05,-6.956358246890649252e-05,-7.717452229863976619e-05,-8.410064847706627306e-05,-9.027414940192462556e-05,-9.563532390652211611e-05,-1.001331038783356326e-04,-1.037254564038357050e-04,-1.063796652663884652e-04,-1.080724940741877629e-04,-1.087902355041086801e-04,-1.085286530431462808e-04,-1.072928231768415126e-04,-1.050968871574585776e-04,-1.019637222960912369e-04,-9.792454315314861701e-05,-9.301844308584814578e-05,-8.729188635498595021e-05,-8.079816046720502928e-05,-7.359679766496057753e-05,-6.575297353877267192e-05,-5.733688968068476993e-05,-4.842314625912467812e-05,-3.909011042837401889e-05,-2.941931523493441933e-05,-1.949572403396445522e-05,-9.431093285783565932e-06,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.273495862642499591e-05,2.631047396869531954e-05,3.966429111883948254e-05,5.262972166292806549e-05,6.507697669032948187e-05,7.688176671547898632e-05,8.792514781674930159e-05,9.809453215443350159e-05,1.072847264513069579e-04,1.153989493386512784e-04,1.223498174162865174e-04,1.280602897056667272e-04,1.324645586637622486e-04,1.355088745417371010e-04,1.371522887364390049e-04,1.373673009983602438e-04,1.361403949747805103e-04,1.334724466783193718e-04,1.293789911092315845e-04,1.238903334757170463e-04,1.170514932366305901e-04,1.089219715584820316e-04,9.957533566040828975e-05,8.909861687136474604e-05,7.759152295792205300e-05,6.516546927692649872e-05,5.194243744192729087e-05,3.805367431655189278e-05,2.363824813794827850e-05,8.841482228724290547e-06,-6.186710005728626391e-06,-2.129356245509723812e-05,-3.632523774476801372e-05,-5.112862323503554918e-05,-6.555311167783638572e-05,-7.945233708036407991e-05,-9.268583759214254667e-05,-1.051206192456991890e-04,-1.166325970957936975e-04,-1.271078935779032960e-04,-1.364439776350092237e-04,-1.445506321768797635e-04,-1.513507416220236047e-04,-1.567808954431962895e-04,-1.607918076685306607e-04,-1.633485560607195327e-04,-1.644306480712740774e-04,-1.640319235790118279e-04,-1.621603067889576338e-04,-1.588374214755378718e-04,-1.540980849469368824e-04,-1.479896967437431131e-04,-1.405715381587118546e-04,-1.319139982421835982e-04,-1.220977410942894719e-04,-1.112128280333684666e-04,-9.935780672413136252e-05,-8.663877766172660584e-05,-7.316844665516946268e-05,-5.906517176281748141e-05,-4.445205675133763869e-05,-2.945735979383375694e-05,-1.424987386133379417e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.717487709476216428e-05,3.548385898603168340e-05,5.349457482582634235e-05,7.098250112391217494e-05,8.777288481842314644e-05,1.036983393136814907e-04,1.185986222650471395e-04,1.323219911142468484e-04,1.447265992022128548e-04,1.556818660407659725e-04,1.650698082331638554e-04,1.727863172113609878e-04,1.787423677946174791e-04,1.828651395675006959e-04,1.850990314297976862e-04,1.854065484909092599e-04,1.837690398772152402e-04,1.801872660740589727e-04,1.746817752411457096e-04,1.672930695273423785e-04,1.580815448231548729e-04,1.471271905867415546e-04,1.345290403341855483e-04,1.204043679824347605e-04,1.048876303825558751e-04,8.812916191221190532e-05,7.029363271632427929e-05,5.155828793275739282e-05,3.211099076336870853e-05,1.214809737352860732e-05,-8.127803911358972379e-06,-2.851025292934625632e-05,-4.879133860787685938e-05,-6.876413989140494557e-05,-8.822514552672378562e-05,-1.069766121861654763e-04,-1.248288221691883939e-04,-1.416022047486980889e-04,-1.571292889972446120e-04,-1.712564605094971820e-04,-1.838454996115078443e-04,-1.947748842492122250e-04,-2.039408465449574811e-04,-2.112581777973520931e-04,-2.166607822766282161e-04,-2.201019853572123270e-04,-2.215546061798329461e-04,-2.210108090009801928e-04,-2.184817506268639672e-04,-2.139970437374329778e-04,-2.076040575082919515e-04,-1.993670777181955306e-04,-1.893663485680676956e-04,-1.776970177658517133e-04,-1.644680051723535917e-04,-1.498008135452695718e-04,-1.338282977771274257e-04,-1.166934066133007306e-04,-9.854790835527218855e-05,-7.955111171088023584e-05,-5.986865215755258725e-05,-3.967305765320542255e-05,-1.919146039127357298e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.178283998095239773e-05,4.500474403133712225e-05,6.784952779175990240e-05,9.003292630916238503e-05,1.113337661291250922e-04,1.315401324308625316e-04,1.504490667133805159e-04,1.678682731895663458e-04,1.836178813925462561e-04,1.975321807297154462e-04,2.094613100132747415e-04,2.192728844800988458e-04,2.268535398922692965e-04,2.321103705835526670e-04,2.349722360349182674e-04,2.353909088930743361e-04,2.333420364108284705e-04,2.288258872334651554e-04,2.218678563740768988e-04,2.125187031907890996e-04,2.008545002069253170e-04,1.869762747219071901e-04,1.710093302523135218e-04,1.531022408230467110e-04,1.334255178437770864e-04,1.121699565407380456e-04,8.954467644383152657e-05,6.577487797461732200e-05,4.109934449206573370e-05,1.576772589616408696e-05,-9.962354147155483389e-06,-3.582832040177680912e-05,-6.156574707283157333e-05,-8.691148480639023205e-05,-1.116067601255248896e-04,-1.354001945722867336e-04,-1.580506931631595405e-04,-1.793301554980999979e-04,-1.990259678683789480e-04,-2.169432407450317248e-04,-2.329067628836036018e-04,-2.467626506522813275e-04,-2.583796788285210510e-04,-2.676502867011178980e-04,-2.744912606157677614e-04,-2.788441008778103796e-04,-2.806750869512713025e-04,-2.799750600337371116e-04,-2.767589462112778368e-04,-2.710650464634330572e-04,-2.629541217452574606e-04,-2.525083022856261929e-04,-2.398298501459639317e-04,-2.250398030904545278e-04,-2.082765260476622136e-04,-1.896941940348442529e-04,-1.694612275186672186e-04,-1.477586979579908317e-04,-1.247787179668706926e-04,-1.007228300211168221e-04,-7.580048283576114559e-05,-5.022976858405795244e-05,-2.429788580409273621e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.660337224591146941e-05,5.496521475962071087e-05,8.286822337972569368e-05,1.099660001392164214e-04,1.359891258725123798e-04,1.606793595660419504e-04,1.837892411163148329e-04,2.050841559295101251e-04,2.243444750639848331e-04,2.413676682851998378e-04,2.559703695917292412e-04,2.679903739232919208e-04,2.772885399382074719e-04,2.837505701406792280e-04,2.872886365738204213e-04,2.878428179806816829e-04,2.853823129549246020e-04,2.799063933240173037e-04,2.714450629800600106e-04,2.600593896695139258e-04,2.458414809394353644e-04,2.289140804912536472e-04,2.094297675515058505e-04,1.875697493794761762e-04,1.635422455134236380e-04,1.375804715461923595e-04,1.099402398034342521e-04,8.089720395157914425e-05,5.074378390460294462e-05,1.978581607683162100e-05,-1.166101832772276636e-05,-4.327492798180196935e-05,-7.473184536504897215e-05,-1.057092933866440675e-04,-1.358902171985029727e-04,-1.649667147553681248e-04,-1.926436026759773391e-04,-2.186417587784165052e-04,-2.427011890796027297e-04,-2.645837748212929931e-04,-2.840756638556536152e-04,-3.009892801751106383e-04,-3.151649351097447305e-04,-3.264720333891627056e-04,-3.348098765319817483e-04,-3.401080745737085809e-04,-3.423265847281363006e-04,-3.414554019758008472e-04,-3.375139316802035867e-04,-3.305500780380493143e-04,-3.206390844866742799e-04,-3.078821631472661953e-04,-2.924049500728694581e-04,-2.743558216242702455e-04,-2.539041048755044942e-04,-2.312382117449620700e-04,-2.065637227374177859e-04,-1.801014419884956373e-04,-1.520854410324784327e-04,-1.227611079046441356e-04,-9.238330990167211354e-05,-6.121732052155295012e-05,-2.961256514582748524e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.168267584842176181e-05,6.546084113021772308e-05,9.869503218063955792e-05,1.309738335809515193e-04,1.619773817959286916e-04,1.913989390691947870e-04,2.189443823442078585e-04,2.443346344401851975e-04,2.673081947486789984e-04,2.876236478631860388e-04,3.050621262596605915e-04,3.194297018028625489e-04,3.305596759204156845e-04,3.383147335935782858e-04,3.425889222666752545e-04,3.433094136295340823e-04,3.404380042314262265e-04,3.339723102523208301e-04,3.239466126732164458e-04,3.104323116836688631e-04,2.935379534992077770e-04,2.734087988536091263e-04,2.502259101759275977e-04,2.242047437126167019e-04,1.955932433566159011e-04,1.646694443878875638e-04,1.317386073207745944e-04,9.712991415864180849e-05,6.119277112020059088e-05,2.429277284236157307e-05,-1.319260726472940273e-05,-5.087852785264622581e-05,-8.837741305309747405e-05,-1.253036262245551245e-04,-1.612781005882857170e-04,-1.959328446489221282e-04,-2.289152440941595167e-04,-2.598920879581604606e-04,-2.885532549595531851e-04,-3.146150057239456457e-04,-3.378228376703321795e-04,-3.579538712181243288e-04,-3.748187481876085630e-04,-3.882630353608018171e-04,-3.981681376993515551e-04,-4.044517363100310204e-04,-4.070677755656124889e-04,-4.060060316147234144e-04,-4.012913006475239837e-04,-3.929822496707630671e-04,-3.811699751606379988e-04,-3.659763158823512081e-04,-3.475519655058059818e-04,-3.260744285816634131e-04,-3.017458601995642669e-04,-2.747908254364982497e-04,-2.454540097968092903e-04,-2.139979064773909296e-04,-1.807005008792373930e-04,-1.458529715229997699e-04,-1.097575353748067562e-04,-7.272858750596176622e-05,-3.518037743699622022e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.706896025599834506e-05,7.659136268249864307e-05,1.154806648702990198e-04,1.532570496733070935e-04,1.895476335344100250e-04,2.239946327560109825e-04,2.562547147615321639e-04,2.860018047422826603e-04,3.129300216308360119e-04,3.367566021631614149e-04,3.572247857852612479e-04,3.741066311129841106e-04,3.872057283516630566e-04,3.963597660512193570e-04,4.014429052746303333e-04,4.023679100445084924e-04,3.990879800942917586e-04,3.915982307851122667e-04,3.799367657814265949e-04,3.641852908971300032e-04,3.444692225242565876e-04,3.209572512515228662e-04,2.938603305893596612e-04,2.634300719419163357e-04,2.299565398153606706e-04,1.937654553303802649e-04,1.552148309349024363e-04,1.146910742434284930e-04,7.260461357606964340e-05,2.938511143755572050e-05,-1.452365572104200030e-05,-5.866916311182084726e-05,-1.025956527715129530e-04,-1.458496978722612330e-04,-1.879857142834151539e-04,-2.285713191609183470e-04,-2.671924410969062601e-04,-3.034580940043444500e-04,-3.370047370805383290e-04,-3.675001554489670005e-04,-3.946468098886183706e-04,-4.181846188445875463e-04,-4.378931510673515163e-04,-4.535932221722156483e-04,-4.651479026006523788e-04,-4.724629574072455418e-04,-4.754867496153479924e-04,-4.742096482755967912e-04,-4.686629896304942582e-04,-4.589176448430489505e-04,-4.450822506080385176e-04,-4.273011597212303218e-04,-4.057521674912117102e-04,-3.806440670019361951e-04,-3.522140819087678535e-04,-3.207252200090005500e-04,-2.864635845468394655e-04,-2.497356734512024717e-04,-2.108656898956204437e-04,-1.701928856852368476e-04,-1.280690857172299142e-04,-8.486006901049977238e-05,-4.104794491438629417e-05,0.000000000000000000e+00,0.000000000000000000e+00
