,radius,thickness,mass,restitution,lateralFriction,spinningFriction,rollingFriction,starPosition,starVelocity,side
51,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.54]","([-0.32, 0.2, -0.15], [-7.17, -4.65, 8.77])",DownSide
52,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.66]","([-0.14, 0.03, -0.01], [0.84, 2.27, -11.49])",DownSide
53,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.56]","([-0.11, -0.16, -0.0], [-0.89, 0.56, 9.55])",DownSide
54,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.5]","([-0.0, 0.0, 0.0], [-0.0, -0.0, -0.0])",SideSurface
55,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.99]","([0.0, 0.0, -0.0], [0.0, 0.0, 0.0])",UpSide
56,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.2]","([0.24, -0.13, -0.27], [-0.34, 9.02, -5.9])",DownSide
57,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.58]","([0.05, 1.57, -0.0], [-11.79, 0.35, -0.0])",SideSurface
58,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.82]","([0.0, 0.0, -0.0], [-0.0, 0.0, -0.0])",DownSide
59,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.28]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",UpSide
60,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.82]","([-0.0, 0.0, -0.0], [0.0, 0.0, -0.0])",DownSide
61,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.02]","([-0.03, 0.01, -0.03], [-3.68, -3.85, 3.21])",DownSide
62,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.99]","([-0.0, 0.0, -0.0], [-0.0, -0.0, 0.0])",UpSide
63,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.9]","([0.03, -0.02, -0.0], [1.79, 2.33, -0.99])",DownSide
64,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.92]","([0.01, -0.03, -0.0], [2.87, 0.7, -0.97])",UpSide
65,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.06]","([0.02, -0.01, -0.0], [1.19, 1.74, -0.66])",UpSide
66,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.65]","([-0.88, 0.51, 0.0], [-3.79, -6.62, -0.0])",SideSurface
67,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.76]","([-0.02, 0.02, -0.0], [-1.78, -2.01, -0.88])",DownSide
68,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.68]","([0.79, 2.87, 0.01], [-21.57, 5.92, -0.01])",SideSurface
69,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.78]","([0.63, -1.01, -0.0], [7.58, 4.76, -0.01])",SideSurface
70,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.84]","([0.33, -1.72, -0.01], [12.96, 2.43, 0.0])",SideSurface
71,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.24]","([0.0, -0.0, -0.0], [0.0, 0.0, 0.0])",DownSide
72,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.88]","([0.0, -0.0, -0.0], [0.0, 0.0, 0.0])",UpSide
73,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.08]","([-0.07, -0.02, 0.08], [3.92, 3.14, 4.75])",DownSide
74,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.3]","([0.03, -0.03, -0.01], [2.32, 2.21, 1.11])",UpSide
75,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.48]","([-0.0, 0.04, -0.01], [-3.79, -0.08, -1.38])",UpSide
76,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.19]","([-0.06, -0.1, -0.03], [5.77, -3.03, -2.93])",UpSide
77,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.22]","([-0.9, 1.47, -0.0], [-10.23, -6.23, -4.73])",UpSide
78,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.69]","([0.32, -0.38, -0.0], [2.87, 2.36, -0.0])",SideSurface
79,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.96]","([1.51, 1.19, 0.0], [-8.93, 11.35, 0.01])",SideSurface
80,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.16]","([-0.0, -0.0, -0.0], [0.0, -0.0, 0.0])",DownSide
81,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.78]","([0.09, 0.03, 0.05], [1.18, 6.29, -3.52])",DownSide
82,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.07]","([0.02, -0.37, 0.0], [2.77, 0.1, 0.0])",SideSurface
83,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.17]","([0.16, -0.03, 0.21], [5.91, 0.07, -5.66])",DownSide
84,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.33]","([-0.0, 0.0, -0.0], [-0.0, -0.0, 0.0])",DownSide
85,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.63]","([-0.0, 0.0, 0.0], [0.0, -0.0, 0.0])",DownSide
86,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.51]","([0.03, -0.2, -0.21], [1.44, -5.04, 6.82])",UpSide
87,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.77]","([0.5, -1.42, -0.01], [10.72, 3.67, 0.0])",SideSurface
88,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.62]","([1.52, -1.42, -0.01], [10.6, 11.44, -0.0])",SideSurface
89,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.44]","([0.65, -3.56, 0.0], [26.74, 4.87, 0.01])",SideSurface
90,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.82]","([0.02, -0.0, -0.0], [0.06, 2.13, -0.64])",DownSide
91,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.9]","([-0.03, 0.03, -0.0], [-2.14, -2.27, 1.07])",UpSide
92,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.78]","([0.0, 0.0, -0.0], [-0.0, 0.0, -0.0])",UpSide
93,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.84]","([0.86, -0.07, 0.01], [0.52, 6.5, 0.01])",SideSurface
94,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.15]","([0.17, -0.02, -0.08], [-1.05, 7.48, -3.61])",UpSide
95,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.61]","([-1.64, -0.39, -0.01], [3.02, -12.32, -0.0])",SideSurface
96,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.58]","([-0.02, -0.03, -0.03], [4.86, -1.19, -2.63])",UpSide
97,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.77]","([-0.0, -0.0, -0.0], [0.0, -0.0, 0.0])",DownSide
98,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.12]","([2.5, 0.35, 0.0], [-2.6, 18.82, 0.01])",SideSurface
99,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.58]","([-0.01, -0.02, -0.0], [2.03, -0.62, -0.65])",DownSide
100,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.09]","([-0.0, 0.0, -0.0], [-0.0, 0.0, -0.0])",DownSide
101,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.76]","([0.0, 0.0, -0.0], [-0.0, 0.0, -0.0])",DownSide
102,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.38]","([2.66, -0.8, -0.0], [5.75, 19.18, -6.2])",UpSide
103,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.89]","([-0.02, 0.01, -0.0], [-0.76, -1.93, -0.64])",DownSide
104,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.51]","([-0.14, 0.02, -0.03], [-0.2, -7.4, -3.94])",UpSide
105,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.96]","([0.11, -0.31, 0.16], [2.48, 7.37, 7.12])",DownSide
106,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.49]","([-0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",UpSide
107,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.67]","([0.0, -0.24, 0.07], [8.81, -2.23, -4.54])",DownSide
108,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.6]","([-0.22, -2.59, -0.0], [19.46, -1.6, -0.0])",SideSurface
109,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.95]","([-1.55, -0.05, 0.0], [0.38, -11.67, -0.0])",SideSurface
110,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.28]","([-0.54, 0.6, -0.0], [-4.53, -4.03, 0.0])",SideSurface
111,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.97]","([0.0, -0.0, -0.0], [0.0, 0.0, 0.0])",UpSide
112,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.74]","([0.02, -0.01, -0.0], [1.02, 1.85, -0.66])",DownSide
113,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.59]","([-0.03, 0.03, -0.0], [-2.78, -2.75, -1.48])",UpSide
114,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.68]","([0.0, 0.04, -0.0], [-3.44, 0.5, -1.22])",UpSide
115,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.45]","([-0.16, 0.09, 0.1], [-1.84, 3.65, -7.7])",UpSide
116,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.66]","([-0.27, 0.08, -0.25], [2.23, -8.95, -5.27])",UpSide
117,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.4]","([-0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",DownSide
118,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.1]","([0.12, 0.01, -0.0], [-0.87, 6.58, 3.08])",UpSide
119,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.96]","([0.0, 0.0, 0.0], [-0.0, 0.0, -0.0])",SideSurface
120,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.56]","([0.0, -0.0, -0.0], [0.0, 0.0, -0.0])",DownSide
121,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.15]","([-0.14, -0.23, -0.24], [8.96, -0.25, -5.27])",UpSide
122,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.03]","([0.2, -2.77, 0.0], [20.79, 1.54, 0.0])",SideSurface
123,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.3]","([-2.02, 0.78, -0.01], [-5.77, -15.19, -0.0])",SideSurface
124,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.74]","([0.02, -0.02, 0.02], [5.03, 1.01, -2.82])",DownSide
125,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.92]","([-0.0, -0.0, -0.0], [0.0, -0.0, 0.0])",DownSide
126,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.55]","([-0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",DownSide
127,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.51]","([0.15, -0.01, -0.0], [-0.23, -3.59, 14.31])",UpSide
128,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.5]","([0.0, -0.0, 0.0], [0.0, 0.0, 0.0])",DownSide
129,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.11]","([-0.0, 0.0, 0.0], [-0.0, -0.0, -0.0])",UpSide
130,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.57]","([-0.45, 0.07, -0.0], [-0.52, -3.42, -0.0])",SideSurface
131,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.2]","([-0.0, -0.0, 0.0], [0.0, -0.0, 0.0])",UpSide
132,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.88]","([-0.02, 0.03, -0.01], [-2.85, -1.49, -1.1])",UpSide
133,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.36]","([0.06, -1.79, 0.0], [13.47, 0.47, 0.0])",SideSurface
134,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.5]","([0.0, -0.0, 0.0], [0.0, 0.0, -0.0])",UpSide
135,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.28]","([0.04, -0.13, 0.06], [6.35, 3.68, 6.65])",DownSide
136,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.67]","([0.04, 0.16, 0.12], [-5.06, 5.27, -3.69])",UpSide
137,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.04]","([-0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",DownSide
138,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.94]","([0.28, -0.08, 0.08], [0.07, 9.46, 12.23])",DownSide
139,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.64]","([0.05, 0.01, -0.01], [-0.99, 4.27, -1.74])",DownSide
140,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.61]","([-0.01, 0.12, 0.01], [-6.45, -1.96, 3.24])",DownSide
141,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.66]","([1.4, 1.29, -0.01], [-9.76, 10.47, -0.0])",SideSurface
142,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.17]","([0.2, -0.06, -0.1], [4.27, 7.19, 3.91])",DownSide
143,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.47]","([0.45, 0.29, -0.0], [-2.21, 3.35, -0.0])",SideSurface
144,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.66]","([0.03, 0.03, 0.03], [-0.26, 5.35, -3.08])",UpSide
145,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.36]","([0.0, 0.0, 0.0], [-0.0, 0.01, 0.0])",DownSide
146,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.28]","([-0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",UpSide
147,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.72]","([0.06, -0.05, 0.09], [5.78, -1.33, -4.21])",DownSide
148,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.24]","([-0.05, -0.03, -0.03], [1.21, -5.35, 2.82])",DownSide
149,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.65]","([0.06, 0.01, 0.0], [-0.06, 0.43, 0.0])",SideSurface
150,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.49]","([-0.06, -0.0, -0.02], [1.15, -4.68, -1.93])",DownSide
151,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.65]","([-0.37, 0.11, 0.0], [-0.8, -2.76, -0.0])",SideSurface
152,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.47]","([-0.02, 0.01, -0.0], [-0.55, -2.11, 0.67])",DownSide
153,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.04]","([0.0, 0.0, -0.0], [-0.0, -0.0, 0.0])",UpSide
154,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.65]","([0.0, 0.0, -0.0], [-0.0, 0.0, -0.0])",SideSurface
155,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.51]","([-0.0, -0.0, -0.0], [0.0, 0.0, 0.0])",DownSide
156,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.33]","([-0.09, -0.16, -0.05], [1.37, 1.93, -8.43])",UpSide
157,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.29]","([0.17, -0.12, 0.07], [1.18, 6.41, 9.4])",UpSide
158,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.35]","([-0.02, -0.06, -0.01], [5.21, -2.25, 2.98])",UpSide
159,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.61]","([-0.0, 0.0, 0.0], [-0.0, -0.0, -0.0])",UpSide
160,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.08]","([-0.05, 0.02, 0.0], [-0.59, -4.73, 1.94])",DownSide
161,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.71]","([-0.02, 0.02, -0.0], [-1.64, -1.34, -0.66])",DownSide
162,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.59]","([-0.38, -1.09, -0.0], [8.18, -2.78, 0.0])",SideSurface
163,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.21]","([0.0, 0.0, -0.0], [-0.0, 0.0, 0.0])",UpSide
