,radius,thickness,mass,restitution,lateralFriction,spinningFriction,rollingFriction,starPosition,starVelocity,side
24,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.17]","([0.04, 0.03, 0.0], [-3.27, 3.09, 1.82])",UpSide
25,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.9]","([-1.7, 1.18, -0.01], [-8.91, -12.71, 0.0])",SideSurface
26,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.99]","([0.0, 0.0, -0.0], [0.0, 0.0, 0.0])",UpSide
27,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.87]","([-0.27, 1.46, 0.01], [-10.98, -2.03, 0.01])",SideSurface
28,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.9]","([1.55, 0.34, -0.0], [-2.5, 11.69, 0.0])",SideSurface
29,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.9]","([-0.0, 0.0, -0.0], [0.0, 0.0, 0.0])",UpSide
30,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.44]","([-0.0, 0.0, -0.0], [-0.0, -0.0, 0.0])",UpSide
31,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.01]","([-0.12, 0.04, 0.16], [4.23, -4.6, 4.25])",DownSide
32,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.13]","([0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",UpSide
33,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.43]","([0.1, -0.02, 0.09], [5.2, 3.28, -3.44])",UpSide
34,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.15]","([0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",UpSide
35,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.11]","([0.01, 0.17, -0.05], [-5.38, 3.68, 10.41])",DownSide
36,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.28]","([0.05, 0.02, -0.04], [-4.0, 3.1, -2.46])",UpSide
37,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.7]","([-0.0, 0.0, 0.0], [-0.0, -0.0, 0.0])",DownSide
38,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.09]","([0.18, -0.28, 0.04], [9.29, 5.38, -6.03])",DownSide
39,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.33]","([0.05, 0.04, -0.02], [-3.84, 3.34, -2.23])",DownSide
40,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.47]","([-0.33, 0.23, -0.05], [-5.05, -9.92, -10.75])",DownSide
41,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.46]","([-0.23, 0.5, -0.0], [-3.81, -1.68, -0.0])",SideSurface
42,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.05]","([0.0, -0.0, -0.0], [0.0, 0.0, -0.0])",UpSide
43,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.01]","([-0.0, -0.18, -0.09], [7.86, 2.15, -4.91])",UpSide
44,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.37]","([-0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",DownSide
45,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.25]","([0.03, -0.08, -0.0], [0.6, 0.2, 0.0])",SideSurface
46,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.24]","([0.0, 0.06, 0.07], [-0.84, 5.36, -3.76])",DownSide
47,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.66]","([-0.0, -0.0, -0.0], [-0.0, 0.0, -0.0])",UpSide
48,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.76]","([0.0, 0.0, -0.0], [-0.0, 0.0, -0.0])",DownSide
49,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.34]","([-2.04, -1.29, 0.0], [9.69, -15.36, 0.0])",SideSurface
50,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.72]","([0.0, -0.0, -0.0], [0.0, 0.0, -0.0])",UpSide
51,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.83]","([-1.08, 3.23, 0.0], [-24.32, -8.06, 0.01])",SideSurface
52,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.91]","([1.49, -2.24, 0.0], [16.86, 11.2, 0.01])",SideSurface
53,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.14]","([-0.0, -0.06, 0.07], [2.56, -5.19, -4.0])",DownSide
54,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.99]","([-0.0, 0.0, -0.0], [-0.0, -0.0, 0.0])",UpSide
55,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.15]","([-0.47, 2.12, 0.01], [-15.91, -3.51, -0.01])",SideSurface
56,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.06]","([-0.0, -0.0, -0.0], [0.0, 0.0, -0.0])",UpSide
57,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.58]","([2.7, 0.02, -0.0], [-0.23, 20.27, -0.01])",SideSurface
58,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.49]","([0.07, 0.01, 0.04], [-2.96, -3.58, 6.79])",UpSide
59,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.19]","([-0.0, 0.0, -0.0], [-0.0, 0.0, 0.0])",DownSide
60,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.98]","([-2.63, 0.0, -0.01], [-0.08, -19.74, 0.0])",SideSurface
61,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.61]","([-0.0, -0.0, 0.0], [-0.0, -0.0, -0.0])",DownSide
62,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.15]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",UpSide
63,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.19]","([-0.86, 0.0, -0.0], [0.01, -6.49, -0.0])",SideSurface
64,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.38]","([0.03, -0.03, -0.01], [2.46, 2.27, 1.18])",DownSide
65,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.03]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",DownSide
66,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.41]","([-0.0, 0.0, -0.0], [0.0, -0.0, -0.0])",UpSide
67,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.36]","([-0.0, 0.0, -0.0], [-0.0, 0.0, 0.0])",DownSide
68,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.89]","([-1.27, 0.27, 0.0], [-2.02, -9.56, -0.0])",SideSurface
69,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.04]","([-1.34, 0.71, -0.0], [-5.4, -10.05, 0.0])",SideSurface
70,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.72]","([1.44, -0.48, -0.0], [3.68, 10.82, 0.0])",SideSurface
71,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.72]","([-0.1, 0.83, -0.0], [-6.24, -0.64, 0.0])",SideSurface
72,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.59]","([0.0, 0.0, -0.0], [-0.0, 0.0, 0.0])",DownSide
73,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.54]","([-0.1, 0.0, -0.11], [-5.52, -0.62, 5.76])",UpSide
74,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.45]","([-0.0, -0.0, 0.0], [0.0, 0.0, 0.0])",DownSide
75,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.57]","([-0.03, 0.05, -0.0], [-3.76, -2.24, 1.71])",DownSide
76,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.89]","([0.45, 1.77, 0.0], [-12.67, 3.21, -4.26])",DownSide
77,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.51]","([0.0, 0.0, -0.0], [-0.0, 0.0, -0.0])",SideSurface
78,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.9]","([1.13, -0.64, -0.01], [4.76, 8.5, -0.0])",SideSurface
79,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.21]","([-0.0, 0.0, 0.0], [-0.0, -0.0, 0.0])",UpSide
80,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.48]","([0.06, -0.23, 0.23], [4.87, 6.86, 5.22])",UpSide
81,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.33]","([-0.0, 0.0, 0.0], [-0.0, -0.0, 0.0])",UpSide
82,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.96]","([-0.06, -0.11, -0.05], [5.83, -4.53, 4.77])",DownSide
83,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.27]","([0.01, 0.35, 0.0], [-2.63, 0.08, -0.0])",SideSurface
84,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.81]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",DownSide
85,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.8]","([-0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",DownSide
86,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.66]","([0.01, 0.02, -0.0], [-2.12, 0.53, -0.67])",DownSide
87,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.56]","([-0.05, -0.12, -0.05], [3.11, 2.36, -8.1])",UpSide
88,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.9]","([0.03, 0.03, -0.01], [-3.05, 2.81, 1.63])",DownSide
89,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.89]","([0.0, 0.0, -0.0], [-0.0, 0.0, -0.0])",UpSide
90,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.77]","([0.1, -0.02, -0.06], [-5.78, -0.79, -6.84])",UpSide
91,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.59]","([-1.31, -1.19, 0.0], [8.92, -9.85, 0.0])",SideSurface
92,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.27]","([0.0, -0.0, -0.0], [-0.0, -0.0, 0.0])",DownSide
93,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.15]","([0.05, -0.2, -0.01], [-2.43, 6.01, 6.51])",DownSide
94,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.14]","([0.03, -0.06, -0.06], [2.14, 5.66, -4.25])",UpSide
95,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.02]","([0.08, -0.02, -0.02], [2.19, 5.75, 3.24])",UpSide
96,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.43]","([0.12, -0.43, 0.0], [3.25, 0.89, 0.0])",SideSurface
97,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.45]","([0.09, 0.15, -0.17], [-2.47, 6.85, 4.97])",DownSide
98,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.1]","([0.04, -0.03, 0.0], [1.83, 4.91, 2.54])",DownSide
99,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.35]","([0.0, 0.0, 0.0], [-0.0, 0.0, -0.0])",UpSide
100,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.58]","([-0.0, -0.0, 0.0], [0.01, -0.0, 0.0])",UpSide
101,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.42]","([0.05, -0.05, -0.03], [4.43, 2.94, 2.43])",DownSide
102,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.87]","([-3.15, -0.23, -0.0], [1.67, -23.72, 0.01])",SideSurface
103,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.68]","([-0.0, 0.0, 0.0], [-0.0, -0.0, -0.0])",UpSide
104,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.89]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",DownSide
105,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.93]","([0.04, -0.0, -0.01], [0.15, 3.86, -1.43])",UpSide
106,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.28]","([-0.03, -0.0, -0.04], [3.83, 3.13, -3.8])",UpSide
107,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.1]","([0.03, -0.0, -0.01], [0.38, 3.09, 1.04])",UpSide
108,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.16]","([-0.05, 0.04, -0.0], [-3.33, -3.52, -1.97])",UpSide
109,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.15]","([-0.05, 0.0, 0.0], [-1.13, -4.6, -2.0])",UpSide
110,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.86]","([-0.04, -0.03, -0.0], [3.23, -2.98, 1.81])",UpSide
111,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.38]","([0.01, -0.06, 0.02], [5.33, -1.4, -2.77])",DownSide
112,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.8]","([0.02, -0.08, 0.05], [5.7, -2.56, -4.19])",DownSide
113,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.56]","([-0.22, -0.22, 0.15], [-0.17, -9.05, -15.01])",DownSide
114,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.5]","([0.0, 0.0, 0.0], [0.0, 0.0, -0.0])",DownSide
115,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.42]","([-0.18, -0.03, -0.15], [-2.76, -1.12, 2.03])",DownSide
116,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.7]","([0.01, -0.02, -0.01], [4.63, 2.11, -2.81])",DownSide
117,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.23]","([1.84, -1.23, 0.01], [9.22, 13.84, -0.01])",SideSurface
118,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.28]","([0.0, -0.0, -0.0], [0.0, 0.0, 0.0])",UpSide
119,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.37]","([-0.03, -0.04, -0.01], [3.17, -2.17, -1.43])",DownSide
120,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.19]","([-0.0, -0.0, -0.0], [0.0, -0.0, 0.0])",UpSide
121,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.83]","([-0.29, 0.81, -0.0], [-6.06, -2.22, -0.0])",SideSurface
122,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.56]","([-0.06, 0.01, -0.06], [1.6, -5.29, -2.83])",DownSide
123,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.61]","([-0.12, -0.09, -0.14], [-1.18, -6.46, -6.26])",UpSide
124,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.34]","([0.0, -0.0, -0.0], [0.0, 0.0, -0.0])",UpSide
125,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.65]","([-0.0, 0.0, -0.0], [0.0, 0.0, 0.0])",DownSide
126,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.92]","([-1.87, 0.61, 0.01], [-4.55, -14.04, -0.01])",SideSurface
127,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.25]","([-0.38, 0.03, -0.01], [-0.17, -2.88, 0.0])",SideSurface
128,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.7]","([-0.21, 1.59, 0.0], [-11.96, -1.55, 0.0])",SideSurface
129,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.29]","([-0.09, -0.4, -0.13], [10.77, -2.49, -6.7])",UpSide
130,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.46]","([0.04, 0.04, -0.0], [-2.93, 3.25, -1.75])",DownSide
131,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.0]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",DownSide
132,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.16]","([0.22, -0.12, 0.25], [7.19, 1.74, -6.04])",UpSide
133,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.62]","([0.0, 0.0, 0.0], [-0.0, 0.0, 0.0])",DownSide
134,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.1]","([-0.02, 0.03, -0.0], [-2.44, -1.45, -0.94])",UpSide
135,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.09]","([0.95, 0.65, -0.0], [-4.86, 7.16, 0.0])",SideSurface
136,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.38]","([0.74, -1.42, 0.01], [10.66, 5.53, -0.01])",SideSurface
137,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.8]","([-0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",SideSurface
138,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.12]","([0.05, -0.0, -0.01], [0.68, 4.06, 1.56])",DownSide
139,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.12]","([0.1, 0.25, -0.28], [-0.51, 6.43, 6.83])",UpSide
140,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.26]","([-0.04, 0.05, 0.02], [-4.88, -1.19, -2.1])",DownSide
141,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.85]","([0.0, 0.0, -0.0], [-0.0, 0.0, 0.0])",DownSide
142,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.1]","([-0.0, -0.0, 0.0], [0.0, -0.01, -0.0])",UpSide
143,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.9]","([0.0, 0.0, -0.0], [-0.0, 0.0, 0.0])",DownSide
144,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.19]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",DownSide
145,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.38]","([1.71, -0.78, 0.0], [5.81, 12.83, -0.01])",SideSurface
146,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.7]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",DownSide
147,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.8]","([-1.16, -2.9, -0.0], [21.79, -8.79, 0.0])",SideSurface
148,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.01]","([-0.0, 0.0, 0.0], [-0.0, -0.0, -0.0])",UpSide
149,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.78]","([-0.05, 0.07, 0.02], [-6.32, -1.86, -4.97])",DownSide
150,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.56]","([0.0, 0.0, 0.0], [-0.0, 0.0, 0.0])",UpSide
151,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.74]","([0.05, -0.05, -0.02], [4.56, 3.49, 2.86])",DownSide
152,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.01]","([-0.0, -0.0, -0.0], [-0.0, -0.0, 0.0])",UpSide
153,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.5]","([0.0, -0.0, -0.0], [-0.0, 0.0, -0.0])",UpSide
154,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.68]","([0.0, -0.0, -0.0], [0.0, 0.0, 0.0])",DownSide
155,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.04]","([0.0, -0.19, -0.07], [8.41, 1.78, -5.78])",UpSide
156,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.41]","([0.21, 0.26, 0.0], [-1.97, 1.6, -0.0])",SideSurface
157,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.9]","([1.55, -2.97, -0.0], [22.37, 11.64, 3.1])",SideSurface
158,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.36]","([2.01, 0.36, -0.0], [-2.64, 15.15, 0.0])",SideSurface
159,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.69]","([0.0, -0.0, 0.0], [0.0, 0.0, -0.0])",UpSide
160,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.34]","([-2.5, -1.27, -0.0], [8.07, -15.78, 11.14])",UpSide
161,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.36]","([0.42, 1.23, -0.0], [-9.22, 3.22, 0.0])",SideSurface
162,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.91]","([0.01, -0.05, 0.04], [3.22, 4.07, 2.69])",DownSide
163,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.87]","([3.21, -2.18, -0.0], [15.6, 22.91, 9.19])",UpSide
