,radius,thickness,mass,restitution,lateralFriction,spinningFriction,rollingFriction,starPosition,starVelocity,side
62,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.95]","([-0.4, -1.25, 0.01], [9.42, -3.04, -0.01])",SideSurface
63,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.17]","([-0.38, 1.37, 0.01], [-10.26, -2.85, 0.01])",SideSurface
64,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.89]","([1.4, 1.13, 0.0], [-8.44, 10.58, 0.01])",SideSurface
65,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.88]","([-2.04, 0.81, 0.01], [-6.07, -15.37, -0.01])",SideSurface
66,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.59]","([0.01, -0.0, -0.01], [3.46, 3.74, 3.22])",UpSide
67,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.7]","([0.01, -0.06, -0.02], [4.67, 1.49, -2.0])",DownSide
68,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.21]","([0.0, -0.0, -0.0], [0.0, 0.0, 0.0])",SideSurface
69,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.41]","([0.07, 0.05, -0.01], [-2.9, 4.8, -2.38])",UpSide
70,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.1]","([0.0, 0.0, -0.0], [-0.0, 0.0, -0.0])",UpSide
71,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.83]","([0.0, 0.0, -0.0], [-0.0, 0.0, 0.0])",DownSide
72,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.31]","([-0.1, -0.06, -0.14], [-1.82, -6.17, 4.32])",UpSide
73,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.67]","([-0.13, 0.01, -0.16], [-4.42, -5.67, 6.23])",DownSide
74,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.8]","([-1.35, -0.13, -0.0], [0.91, -10.15, 0.0])",SideSurface
75,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.61]","([-1.03, 2.31, 0.01], [-17.38, -7.72, 0.01])",SideSurface
76,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.09]","([0.14, -0.0, 0.16], [5.66, 0.84, -5.42])",UpSide
77,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.41]","([0.0, -0.0, 0.0], [-0.0, -0.0, 0.0])",UpSide
78,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.88]","([-0.0, 0.0, -0.0], [-0.0, -0.0, 0.0])",DownSide
79,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.03]","([0.0, -0.0, 0.0], [-0.0, -0.0, 0.0])",UpSide
80,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.88]","([0.0, 0.0, 0.0], [-0.0, -0.0, 0.0])",DownSide
81,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.54]","([-0.02, 0.0, -0.0], [-0.11, -2.23, -0.68])",UpSide
82,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.81]","([-1.05, -1.25, 0.01], [9.41, -7.89, -0.01])",SideSurface
83,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.91]","([-0.0, -0.0, 0.0], [0.0, 0.0, 0.0])",UpSide
84,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.63]","([0.02, -0.02, -0.0], [2.25, 1.44, -0.87])",DownSide
85,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.48]","([2.87, 0.05, -0.0], [-0.35, 21.4, 4.06])",DownSide
86,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.79]","([-0.01, -0.04, -0.0], [3.69, -0.62, 1.35])",DownSide
87,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.32]","([-1.02, -0.2, -0.0], [1.58, -7.63, -0.0])",SideSurface
88,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.07]","([-0.54, 1.09, -0.0], [-8.19, -4.01, 0.0])",SideSurface
89,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.87]","([0.28, 0.17, -0.01], [-6.29, 8.83, 5.46])",UpSide
90,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.81]","([-0.02, -0.02, -0.0], [1.72, -1.37, 0.69])",DownSide
91,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.27]","([0.03, 0.02, -0.0], [-2.08, 2.74, 1.22])",DownSide
92,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.83]","([-0.04, 0.01, -0.0], [-0.22, -4.31, 1.72])",UpSide
93,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.3]","([0.01, 0.05, -0.0], [-4.22, 1.68, -1.92])",UpSide
94,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.36]","([-1.23, -0.92, -0.01], [7.02, -9.18, -0.0])",SideSurface
95,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.43]","([-0.85, 1.2, 0.0], [-9.01, -6.4, 0.0])",SideSurface
96,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.7]","([1.51, 1.72, 0.0], [-12.92, 11.38, -0.01])",SideSurface
97,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.03]","([0.0, 0.0, -0.0], [-0.0, 0.0, 0.0])",DownSide
98,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.54]","([-0.04, -0.0, -0.0], [0.23, -3.69, 1.32])",UpSide
99,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.91]","([-0.0, 0.0, 0.0], [0.0, 0.0, 0.0])",DownSide
100,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.85]","([-0.77, 1.0, 0.0], [-6.86, -5.33, 3.53])",DownSide
101,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.14]","([-0.05, 0.04, 0.02], [-1.42, -4.79, 2.13])",DownSide
102,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.58]","([-1.55, -0.33, 0.01], [2.51, -11.68, 0.01])",SideSurface
103,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.07]","([0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",UpSide
104,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.63]","([0.0, 0.0, -0.0], [0.0, 0.0, -0.0])",UpSide
105,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.22]","([-0.01, 0.04, -0.0], [-3.42, -1.33, 1.33])",DownSide
106,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.39]","([0.53, 1.42, 0.0], [-10.67, 4.0, 0.0])",SideSurface
107,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.46]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",UpSide
108,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.73]","([-0.0, 0.0, 0.0], [-0.0, -0.0, 0.0])",DownSide
109,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.8]","([1.28, 0.87, 0.0], [-6.53, 9.64, 0.01])",SideSurface
110,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.77]","([-0.03, 0.03, -0.01], [-2.48, -2.3, -1.2])",UpSide
111,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.13]","([0.0, -0.0, -0.0], [-0.0, 0.0, -0.0])",DownSide
112,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.09]","([0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",DownSide
113,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.08]","([0.86, 1.19, 0.0], [-8.91, 6.46, 0.01])",SideSurface
114,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.46]","([0.03, 0.01, -0.0], [-0.95, 2.22, 0.77])",DownSide
115,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.37]","([0.0, -0.0, 0.0], [0.0, 0.0, -0.0])",UpSide
116,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.69]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",SideSurface
117,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.06]","([0.0, 0.0, -0.0], [-0.0, 0.0, 0.0])",UpSide
118,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.27]","([-1.68, -0.02, -0.0], [0.14, -10.88, -5.88])",UpSide
119,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.37]","([-0.02, -0.04, -0.01], [3.62, -1.3, 1.39])",DownSide
120,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.25]","([0.0, -0.0, -0.0], [-0.0, -0.0, 0.0])",UpSide
121,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.07]","([0.0, -0.0, -0.0], [-0.0, 0.0, 0.0])",DownSide
122,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.12]","([1.04, -0.39, -0.01], [2.82, 7.8, -0.0])",SideSurface
123,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.6]","([0.0, -0.06, -0.06], [4.34, 3.09, -2.77])",DownSide
124,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.04]","([-0.17, 0.07, 0.08], [-5.46, -1.76, -10.54])",DownSide
125,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.23]","([0.0, -0.0, 0.0], [-0.0, -0.0, -0.0])",UpSide
126,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.02]","([-0.81, -1.92, 0.0], [14.42, -6.11, 0.01])",SideSurface
127,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.56]","([-0.07, 0.03, 0.03], [0.1, -5.73, 2.87])",DownSide
128,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.2]","([0.0, -0.0, 0.0], [0.0, 0.0, -0.0])",SideSurface
129,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.63]","([0.0, 0.0, -0.0], [-0.0, 0.0, -0.0])",UpSide
130,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.03]","([-0.32, -1.54, 0.01], [11.55, -2.42, 0.01])",SideSurface
131,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.45]","([0.04, 0.02, -0.01], [-1.5, 3.68, 1.51])",UpSide
132,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.61]","([1.99, -0.97, 0.01], [7.31, 14.94, 0.01])",SideSurface
133,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.03]","([-0.0, -0.0, 0.0], [0.0, -0.0, 0.0])",UpSide
134,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.82]","([0.0, 0.0, 0.0], [0.0, 0.0, 0.0])",DownSide
135,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.76]","([-1.34, 0.96, 0.01], [-7.22, -10.05, -0.01])",SideSurface
136,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.41]","([0.0, 0.0, 0.0], [-0.0, 0.0, 0.0])",UpSide
137,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.04]","([-0.0, -0.0, -0.0], [0.0, -0.0, 0.0])",UpSide
138,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.71]","([0.04, 0.02, -0.01], [-2.0, 2.95, 1.28])",DownSide
139,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.31]","([1.88, 0.05, 0.0], [-0.35, 14.1, -0.0])",SideSurface
140,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.1]","([-0.3, -0.97, 0.0], [7.31, -2.25, 0.0])",SideSurface
141,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.56]","([0.05, 0.03, -0.01], [-2.52, 3.84, -1.85])",UpSide
142,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.35]","([-0.34, 2.54, -0.0], [-19.08, -2.61, -0.01])",SideSurface
143,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.56]","([0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",UpSide
144,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.54]","([-0.0, -0.0, 0.0], [0.0, -0.0, -0.0])",UpSide
145,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.61]","([-0.7, 0.73, 0.0], [-5.53, -5.22, 0.0])",SideSurface
146,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.55]","([0.12, 0.14, 0.0], [-1.05, 0.89, -0.0])",SideSurface
147,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.31]","([-0.0, -0.0, 0.0], [0.0, 0.0, 0.0])",DownSide
148,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.37]","([-0.0, -0.0, 0.0], [0.01, -0.01, 0.0])",UpSide
149,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.42]","([-0.0, 0.0, 0.0], [-0.0, -0.0, 0.0])",UpSide
150,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.02]","([-0.04, 0.06, -0.03], [-4.82, -1.99, 2.26])",UpSide
151,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.2]","([-0.25, 0.45, -0.0], [-3.42, -1.84, -0.0])",SideSurface
152,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.17]","([-0.0, -0.0, -0.0], [0.0, -0.0, 0.0])",UpSide
153,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.86]","([-0.02, -0.03, -0.01], [2.41, -2.11, 1.11])",UpSide
154,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.55]","([0.48, -2.69, 0.0], [20.24, 3.6, -0.01])",SideSurface
155,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.04]","([0.03, 0.03, -0.05], [-2.07, -4.81, -4.82])",UpSide
156,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.24]","([-3.07, 1.55, -0.01], [-11.56, -23.11, -0.01])",SideSurface
157,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.1]","([0.03, 0.04, 0.03], [-1.14, 5.27, -2.85])",UpSide
158,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.93]","([0.02, -0.03, -0.01], [2.54, 2.14, 1.17])",DownSide
159,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.93]","([-0.02, -0.02, -0.0], [1.83, -2.15, -0.94])",UpSide
160,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.66]","([-0.03, 0.03, -0.03], [-2.02, -4.82, -2.9])",UpSide
161,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.54]","([-0.01, 0.03, -0.0], [-2.68, -1.03, 0.95])",UpSide
162,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.36]","([-0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",UpSide
