,radius,thickness,mass,restitution,lateralFriction,spinningFriction,rollingFriction,starPosition,starVelocity,side
1,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 4.1]","([-0.0, 0.0, 0.0], [-0.0, 0.0, 0.0])",SideSurface
2,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 5.82]","([0.0, 0.0, -0.0], [0.0, 0.0, 0.0])",DownSide
3,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 5.28]","([-0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",UpSide
4,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 4.49]","([0.16, -0.45, 0.0], [3.41, 1.25, -0.0])",SideSurface
5,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 5.24]","([0.14, 0.1, 0.0], [-0.73, 1.04, -0.0])",SideSurface
6,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 4.59]","([-0.0, -0.0, 0.0], [0.0, -0.0, -0.0])",UpSide
7,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 5.41]","([-0.0, -0.0, -0.0], [-0.0, 0.0, -0.0])",DownSide
8,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 5.62]","([-0.59, -1.71, -0.01], [12.88, -4.37, 0.0])",SideSurface
9,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 5.16]","([-1.67, 1.02, -0.01], [-7.73, -12.5, -0.0])",SideSurface
10,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 4.07]","([0.0, -0.0, -0.0], [0.0, 0.0, 0.0])",DownSide
11,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 4.44]","([-0.0, 0.0, -0.0], [-0.0, -0.0, 0.0])",UpSide
12,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 5.4]","([-0.28, -0.5, -0.01], [3.7, -2.21, -0.0])",SideSurface
13,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 4.58]","([0.0, -0.0, 0.0], [0.0, 0.0, 0.0])",DownSide
14,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 4.45]","([0.0, -0.0, -0.0], [-0.0, -0.0, 0.0])",DownSide
15,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 5.03]","([0.01, -0.01, -0.0], [0.04, 0.08, -0.0])",SideSurface
16,0.133,0.1,0.1,0.5,0.5,0.005,0.002,"[0.0, 0.0, 4.98]","([-0.0, -0.0, -0.0], [-0.0, -0.0, 0.0])",UpSide
